Rest_name,Rest_ratings,Rest_noreviews,Rest_price,Rest_cuisine,Rest_add,Rest_tel,Rest_nbh,Rating,Price,Cuisine,Street_add,neighbourhood_,neighbourhood,neighbourhood_good
Sing Sing Barbeque House,4 star rating,3,None,Barbeque,351 Av Broadview,(416) 778-8029,Riverdale,4.0,0,American,Av Broadview,,Riverdale,Riverdale
Fudao noodle house,4 star rating,126,$$,Chinese,358 Spadina ave,(647) 346-8588,Chinatown,4.0,2,Asian,Spadina ave,,Chinatown,Chinatown
Yupdduk,3 star rating,36,$$,Korean,28 Finch Avenue W,(416) 225-5353,Willowdale,3.0,2,Asian,Finch Avenue W,,Willowdale,Willowdale
Petit Potato,4 star rating,14,None,Taiwanese,5095 Yonge Street,(416) 229-2368,Willowdale,4.0,0,Asian,Yonge Street,,Willowdale,Willowdale
Yan Yu,4 star rating,41,None,Chinese,237 Consumers Road,(416) 753-8838,,4.0,0,Asian,Consumers Road,,1,
Speducci Mercatto,4.5 star rating,28,$$,Meat Shops,46 Milford Avenue,(416) 242-2777,,4.5,2,American,Milford Avenue,,1,
Sushi On Bloor,3.5 star rating,153,$$,Sushi Bars,525 Bloor Street W,(416) 516-3456,,3.5,2,American,Bloor Street W,,1,
Bitondo’s Pizzeria,4 star rating,148,$,Pizza,11 Clinton Street,(416) 533-4101,Little Italy,4.0,1,American,Clinton Street,,Little Italy,Little Italy
Siam Square Hut,3.5 star rating,62,$$,Thai,660 Eglinton Avenue  E,(416) 486-7426,,3.5,2,Asian,Eglinton Avenue  E,,1,
Maracas,4.5 star rating,12,None,Caribbean,181 Augusta Ave,(416) 260-0000,Kensington Market,4.5,0,Carribean,Augusta Ave,,Kensington Market,Kensington Market
Ackee Tree Dynamite Jamaican Jerk,4 star rating,12,None,Caribbean,372 Queen Street E,(647) 341-5375,Corktown,4.0,0,Carribean,Queen Street E,,Corktown,Corktown
The 3 Brewers Liberty Village,3 star rating,53,$$,Bars,2 Liberty Street,(416) 702-2619,Liberty Village,3.0,2,American,Liberty Street,,Liberty Village,Liberty Village
Bolan Thai Cuisine,4 star rating,93,$$,Thai,709 Mount Pleasant Road,(647) 344-1233,Mount Pleasant and Davisville,4.0,2,Asian,Mount Pleasant Road,,Mount Pleasant and Davisville,Mount Pleasant and Davisville
Hotopia Sichuan Cuisine,3 star rating,29,$$,Chinese,25 Spring Garden Avenue,(416) 551-8832,Willowdale,3.0,2,Asian,Spring Garden Avenue,,Willowdale,Willowdale
Hanoi 3 Seasons,3.5 star rating,64,$$,Vietnamese,588 Gerrard Street E,(416) 463-9940,Riverdale,3.5,2,Asian,Gerrard Street E,,Riverdale,Riverdale
La Vecchia Ristorante,3.5 star rating,280,$$,Italian,2405A Yonge Street,(416) 489-0630,Yonge and Eglinton,3.5,2,European,Yonge Street,,Yonge and Eglinton,Yonge and Eglinton
Hemingway’s Restaurant,3 star rating,254,$$,Bars,142 Cumberland St,(416) 968-2828,Yorkville,3.0,2,American,Cumberland St,,Yorkville,Yorkville
Premium Sweets,4 star rating,33,None,Indian,107 Lebovic Avenue,(416) 751-9006,Scarborough,4.0,0,Asian,Lebovic Avenue,,Scarborough,Scarborough
STK Toronto,3 star rating,167,$$$$,Steakhouses,153 Yorkville Avenue,(416) 613-9660,Yorkville,3.0,4,American,Yorkville Avenue,,Yorkville,Yorkville
Steady’s Jamaican Home Cooking,4.5 star rating,14,$,Caribbean,852 Pape Avenue,(647) 339-4289,East York,4.5,1,Carribean,Pape Avenue,,East York,East York
Factory Girl,3.5 star rating,96,$$,Pizza,193 Danforth Avenue,(647) 352-2799,Riverdale,3.5,2,American,Danforth Avenue,,Riverdale,Riverdale
The Rebel House,3.5 star rating,107,$$,Pubs,1068 Yonge Street,(416) 927-0704,Summer Hill,3.5,2,American,Yonge Street,,Summer Hill,Summer Hill
General Assembly Pizza,4 star rating,83,$$,Pizza,331 Adelaide St W,331 Adelaide St W,Entertainment District,4.0,2,American,Adelaide St W,,Entertainment District,Entertainment District
Lee Chen Asian Bistro,3.5 star rating,161,$$,Dim Sum,813 Yonge Street,(416) 901-8869,,3.5,2,Asian,Yonge Street,,1,
Dakgogi,3 star rating,19,$$,Korean,25 Wellesley Street E,(647) 350-1999,Church-Wellesley Village,3.0,2,Asian,Wellesley Street E,,Church-Wellesley Village,Church-Wellesley Village
Hothouse,3.5 star rating,340,$$,Italian,35 Church Street,(416) 366-7800,St. Lawrence,3.5,2,European,Church Street,,St. Lawrence,St. Lawrence
Tenoch Restaurant,3.5 star rating,62,$$,Mexican,933 Saint Clair Avenue W,(647) 345-0165,Wychwood,3.5,2,Mexican,Saint Clair Avenue W,Wychwood,Wychwood,Wychwood
Panera Bread,3 star rating,82,$$,Salad,3987 Highway 7,+1-905-479-5888,Unionville,3.0,2,American,Highway 7,,Unionville,Unionville
Centrale Bergham,4.5 star rating,20,$$,Burgers,482 Queen Street W,(416) 901-9095,Alexandra Park,4.5,2,American,Queen Street W,,Alexandra Park,Alexandra Park
Fresca Pizza & Pasta,4 star rating,114,$,Pizza,302 College Street,(416) 922-9555,,4.0,1,American,College Street,Downtown,1,Downtown
Famoso Neapolitan,4 star rating,151,$$,Pizza,386 Bloor Street W,(647) 748-2333,The Annex,4.0,2,American,Bloor Street W,,The Annex,The Annex
Spiga Ristorante,4 star rating,14,$$$,Italian,1378 Yonge Street,(416) 960-1500,Yonge and St. Clair,4.0,3,European,Yonge Street,,Yonge and St. Clair,Yonge and St. Clair
Ali’s West Indian Roti Shop,4 star rating,78,$,Caribbean,1446 Queen Street W,(416) 532-7701,Parkdale,4.0,1,Carribean,Queen Street W,,Parkdale,Parkdale
One Love Vegetarian,4 star rating,83,$$,Caribbean,854 Bathurst Street,(416) 535-5683,Seaton Village,4.0,2,Carribean,Bathurst Street,,Seaton Village,Seaton Village
Bob’s Bulgogi,4 star rating,80,$,Korean,105 Victoria Street,(416) 546-6515,Downtown Core,4.0,1,Asian,Victoria Street,,Downtown Core,Downtown Core
Brothers,4 star rating,57,$$$,Wine Bars,1240 Bay Street,(416) 804-6066,Yorkville,4.0,3,American,Bay Street,,Yorkville,Yorkville
Ballissimo Loukoumades Bar,5 star rating,8,None,Cafes,1027 Coxwell Ave,(416) 901-2259,East York,5.0,0,American,Coxwell Ave,,East York,East York
Quetzal,4 star rating,47,None,Mexican,419 College Street,(647) 347-3663,Kensington Market,4.0,0,Mexican,College Street,Downtown,Kensington Market,Kensington Market
Katsuya,4 star rating,140,$$,Japanese,4447 Sheppard Ave E,(416) 293-4449,Scarborough,4.0,2,Asian,Sheppard Ave E,,Scarborough,Scarborough
Mattachioni,4 star rating,36,$$,Italian,1617 Dupont Street,(416) 519-1010,The Junction,4.0,2,European,Dupont Street,,The Junction,The Junction
Mapo Korean BBQ,4 star rating,44,$$,Barbeque,680 Bloor St W，Toronto,(647) 797-7708,Koreatown,4.0,2,American,Bloor St W，Toronto,,Koreatown,Koreatown
Ufficio,4 star rating,91,$$$,Seafood,1214 Dundas Street W,(416) 535-8888,Little Portugal,4.0,3,American,Dundas Street W,,Little Portugal,Little Portugal
JOEY Yorkdale,3.5 star rating,288,$$,Canadian (New),305 - B 3401 Dufferin St,(416) 783-5639,,3.5,2,American,- B 3401 Dufferin St,,1,
King’s Café,4 star rating,137,$$,Chinese,192 Augusta Avenue,(416) 591-1340,Kensington Market,4.0,2,Asian,Augusta Avenue,,Kensington Market,Kensington Market
Reposado Bar & Lounge,4 star rating,140,$$,Tapas/Small Plates,136 Ossington Avenue,(416) 532-6474,Ossington Strip,4.0,2,European,Ossington Avenue,,Ossington Strip,Ossington Strip
La Chilaca Taqueria,4.5 star rating,53,$,Mexican,214 Augusta Avenue,(647) 409-6920,Kensington Market,4.5,1,Mexican,Augusta Avenue,,Kensington Market,Kensington Market
Ehwa J Bar,4 star rating,48,$$,Bars,16 Isabella Street,(416) 928-9990,Church-Wellesley Village,4.0,2,American,Isabella Street,,Church-Wellesley Village,Church-Wellesley Village
Assembly Chef’s Hall - Temp. CLOSED,4 star rating,291,$$,Food Court,111 Richmond Street W,(647) 557-5993,Financial District,4.0,2,American,Richmond Street W,,Financial District,Financial District
The Annex Commons,4.5 star rating,6,None,Pizza,296 Brunswick Ave,(647) 277-1179,,4.5,0,American,Brunswick Ave,,1,
Henrietta Lane Cafe & Drinkery,4.5 star rating,12,None,Cafes,394 King Street E,394 King Street E,Corktown,4.5,0,American,King Street E,,Corktown,Corktown
Piquette,4 star rating,4,None,Wine Bars,1084 Queen Street W,(416) 533-7745,Beaconsfield Village,4.0,0,American,Queen Street W,,Beaconsfield Village,Beaconsfield Village
Pizzeria Defina,4 star rating,131,$$,Pizza,321 Roncesvalles Ave,(416) 534-4414,Roncesvalles,4.0,2,American,Roncesvalles Ave,,Roncesvalles,Roncesvalles
Deepizz Pizzeria,4.5 star rating,27,None,Pizza,384 College St,(416) 925-1555,,4.5,0,American,College St,Downtown Core,1,Downtown Core
Jacques’ Bistro Du Parc,4.5 star rating,52,$$$,French,126 Cumberland St,(416) 961-1893,Yorkville,4.5,3,European,Cumberland St,,Yorkville,Yorkville
Happy Lamb Hot Pot,3.5 star rating,107,$$,Mongolian,421 Dundas St W,(416) 792-8885,Chinatown,3.5,2,Asian,Dundas St W,,Chinatown,Chinatown
MAIZ,3.5 star rating,20,None,Mexican,2901a Dundas Street W,(647) 348-6555,The Junction,3.5,0,Mexican,Dundas Street W,,The Junction,The Junction
Mariachi’s Restaurant,3.5 star rating,93,$$,Mexican,2084 Yonge St,(416) 481-7111,Mount Pleasant and Davisville,3.5,2,Mexican,Yonge St,,Mount Pleasant and Davisville,Mount Pleasant and Davisville
Scaddabush Italian Kitchen & Bar,3.5 star rating,456,$$,Wine Bars,382 Yonge Street,(416) 597-8838,Downtown Core,3.5,2,American,Yonge Street,,Downtown Core,Downtown Core
Panera Bread,3 star rating,82,$$,Sandwiches,3987 Highway 7,+1-905-479-5888,Unionville,3.0,2,American,Highway 7,,Unionville,Unionville
Gao’s Crepe,4.5 star rating,2,None,Creperies,4750 Yonge St,(647) 340-5880,,4.5,0,Other,Yonge St,,1,
Evoo Ristorante,4 star rating,33,$$$$,Wine Bars,138 Avenue Road,(647) 560-0381,The Annex,4.0,4,American,Avenue Road,,The Annex,The Annex
Seoulicious,3.5 star rating,66,$$,Korean,590 Yonge Street,(647) 347-5650,Downtown Core,3.5,2,Asian,Yonge Street,,Downtown Core,Downtown Core
Sukhothai,3 star rating,26,None,Thai,490 Front Street E,(416) 777-2092,West Don Lands,3.0,0,Asian,Front Street E,,West Don Lands,West Don Lands
Mariachi’s Restaurant,3.5 star rating,93,$$,Mexican,2084 Yonge St,(416) 481-7111,Mount Pleasant and Davisville,3.5,2,Mexican,Yonge St,,Mount Pleasant and Davisville,Mount Pleasant and Davisville
CASA manila Restaurant,3 star rating,320,$$,Filipino,879 York Mills Road,(416) 443-9654,,3.0,2,Asian,York Mills Road,North York,1,North York
Henrietta Lane Cafe & Drinkery,4.5 star rating,12,None,Cafes,394 King Street E,394 King Street E,Corktown,4.5,0,American,King Street E,,Corktown,Corktown
Hothouse,3.5 star rating,340,$$,Italian,35 Church Street,(416) 366-7800,St. Lawrence,3.5,2,European,Church Street,,St. Lawrence,St. Lawrence
Basil Box,4 star rating,175,$$,Vietnamese,351 Yonge Street,(416) 351-8000,Ryerson,4.0,2,Asian,Yonge Street,,Ryerson,Ryerson
Xawaash,4 star rating,126,$$,Middle Eastern,130 Queens Plate Drive,(416) 747-7222,Etobicoke,4.0,2,Middle Eastern,Queens Plate Drive,,Etobicoke,Etobicoke
Regina Pizzeria & Trattoria,4 star rating,57,$$,Italian,782 College Street,(416) 535-2273,Bickford Park,4.0,2,European,College Street,Downtown,Bickford Park,Bickford Park
Allwyn’s Bakery,4 star rating,130,$,Caribbean,81 Underhill Drive,(647) 847-4698,,4.0,1,Carribean,Underhill Drive,,1,
PHO OK,4.5 star rating,20,None,Vietnamese,4664 Yonge Street,(416) 222-2668,,4.5,0,Asian,Yonge Street,,1,
La Famiglia,4.5 star rating,49,$$,Pizza,1555 O'Connor Drive,(416) 877-8787,,4.5,2,American,O'Connor Drive,,1,
Nimman Thai Cuisine,4 star rating,118,$$,Thai,2451 Lakeshore Boulevard W,(416) 255-4224,Etobicoke,4.0,2,Asian,Lakeshore Boulevard W,,Etobicoke,Etobicoke
The Green Wood,4 star rating,93,$$,Breakfast & Brunch,1402 Queen Street E,(416) 778-4343,Leslieville,4.0,2,American,Queen Street E,,Leslieville,Leslieville
STK Toronto,3 star rating,167,$$$$,Steakhouses,153 Yorkville Avenue,(416) 613-9660,Yorkville,3.0,4,American,Yorkville Avenue,,Yorkville,Yorkville
El Rancherito,3.5 star rating,13,$,Colombian,1662 Street Clair Avenue W,(416) 651-1612,,3.5,1,South American,Street Clair Avenue W,,1,
Sizzler Kabab,3.5 star rating,8,None,Kebab,754 King Street W,754 King Street W,Niagara,3.5,0,Middle Eastern,King Street W,Entertainment District,Niagara,Niagara
Edomae Kiyomi,4 star rating,12,$$$$,Sushi Bars,76 Gerrard Street E,(416) 979-1134,Downtown Core,4.0,4,American,Gerrard Street E,,Downtown Core,Downtown Core
Ehwa J Bar,4 star rating,48,$$,Bars,16 Isabella Street,(416) 928-9990,Church-Wellesley Village,4.0,2,American,Isabella Street,,Church-Wellesley Village,Church-Wellesley Village
Iron Rooster,4 star rating,7,None,Chicken Wings,373 Spadina Avenue,(416) 204-1020,Chinatown,4.0,0,American,Spadina Avenue,,Chinatown,Chinatown
Gui Gui,4 star rating,1,None,Kebab,5935 Yonge Street,(416) 901-3231,,4.0,0,Middle Eastern,Yonge Street,,1,
Burrito Boyz,4 star rating,421,$,Mexican,224 Adelaide Street W,(647) 439-4065,Entertainment District,4.0,1,Mexican,Adelaide Street W,Financial District,Entertainment District,Entertainment District
Curry Twist Restaurant,4 star rating,102,$$,Indian,3034 Dundas Street W,(416) 769-5460,The Junction,4.0,2,Asian,Dundas Street W,,The Junction,The Junction
The Annex Commons,4.5 star rating,6,None,Pizza,296 Brunswick Ave,(647) 277-1179,,4.5,0,American,Brunswick Ave,,1,
Real Sports,3.5 star rating,462,$$,Sports Bars,15 York Street,(416) 815-7325,,3.5,2,American,York Street,Entertainment District,1,Entertainment District
Jacques’ Bistro Du Parc,4.5 star rating,52,$$$,French,126 Cumberland St,(416) 961-1893,Yorkville,4.5,3,European,Cumberland St,,Yorkville,Yorkville
Artisan Plus,4 star rating,44,$$,Noodles,122 Dundas St W,(416) 599-3189,Downtown Core,4.0,2,Asian,Dundas St W,,Downtown Core,Downtown Core
Ossington Stop,4 star rating,15,$$,Pubs,1164 Dundas Street W,(416) 531-3279,Ossington Strip,4.0,2,American,Dundas Street W,,Ossington Strip,Ossington Strip
Panera Bread,3 star rating,82,$$,Sandwiches,3987 Highway 7,+1-905-479-5888,Unionville,3.0,2,American,Highway 7,,Unionville,Unionville
Kōjin - Temp. CLOSED,4 star rating,106,$$$,Canadian (New),190 University Ave,(647) 253-8000,Downtown Core,4.0,3,American,University Ave,,Downtown Core,Downtown Core
Schmaltz Appetizing,4 star rating,61,$$,Delis,414 Dupont Street,(647) 350-4261,The Annex,4.0,2,Other,Dupont Street,,The Annex,The Annex
Ethiopian House Restaurant,3.5 star rating,171,$$,Ethiopian,4 Irwin Avenue,(416) 923-5438,Downtown Core,3.5,2,African,Irwin Avenue,,Downtown Core,Downtown Core
E11even,3.5 star rating,158,$$$,Seafood,15 York Street,(416) 815-1111,,3.5,3,American,York Street,Entertainment District,1,Entertainment District
Gushi Japanese Street Food,4 star rating,104,$,Street Vendors,707 Dundas Street W,(647) 569-7072,Alexandra Park,4.0,1,American,Dundas Street W,,Alexandra Park,Alexandra Park
Burrito Boyz,4 star rating,421,$,Mexican,224 Adelaide Street W,(647) 439-4065,Entertainment District,4.0,1,Mexican,Adelaide Street W,Financial District,Entertainment District,Entertainment District
Utopia Café & Grill,3.5 star rating,247,$$,Tex-Mex,586 College St,(416) 534-7751,Palmerston,3.5,2,Mexican,College St,Downtown Core,Palmerston,Palmerston
Me Va Me Kitchen Express,4 star rating,165,$$,Mediterranean,240 Queen Street W,(416) 546-3770,Queen Street West,4.0,2,Middle Eastern,Queen Street W,,Queen Street West,Queen Street West
R&D Restaurant,3.5 star rating,254,$$$,Asian Fusion,241 Spadina Avenue,(416) 586-1241,Chinatown,3.5,3,Asian,Spadina Avenue,,Chinatown,Chinatown
Regina Pizzeria & Trattoria,4 star rating,57,$$,Italian,782 College Street,(416) 535-2273,Bickford Park,4.0,2,European,College Street,Downtown,Bickford Park,Bickford Park
FET ZUN,4 star rating,29,None,Middle Eastern,252 Dupont St,(647) 352-3337,The Annex,4.0,0,Middle Eastern,Dupont St,,The Annex,The Annex
Pili Pili,4.5 star rating,38,$$,Indian,1960 Lawrence Avenue E,(647) 748-7454,Scarborough,4.5,2,Asian,Lawrence Avenue E,,Scarborough,Scarborough
Thai On Yonge,4 star rating,126,$$,Thai,370 Yonge Street,(416) 585-2788,Ryerson,4.0,2,Asian,Yonge Street,,Ryerson,Ryerson
Blondies,3.5 star rating,30,None,Pizza,1555 Dundas Street E,(437) 341-1555,Leslieville,3.5,0,American,Dundas Street E,,Leslieville,Leslieville
Curry Twist Restaurant,4 star rating,102,$$,Indian,3034 Dundas Street W,(416) 769-5460,The Junction,4.0,2,Asian,Dundas Street W,,The Junction,The Junction
Fonda Lola,3.5 star rating,98,$$,Mexican,942 Queen Street W,(647) 706-9105,West Queen West,3.5,2,Mexican,Queen Street W,,West Queen West,West Queen West
Faim de Loup,5 star rating,4,None,French,940 College Street,(416) 901-3246,Dufferin Grove,5.0,0,European,College Street,Downtown,Dufferin Grove,Dufferin Grove
Rosalinda,4 star rating,164,$$,Mexican,133 Richmond Street W,(416) 907-0650,Financial District,4.0,2,Mexican,Richmond Street W,,Financial District,Financial District
Akai Sushi,4 star rating,86,$$,Japanese,168 Major Street,(647) 340-3558,,4.0,2,Asian,Major Street,,1,
Chef Gourmet,5 star rating,7,None,Turkish,542 Church Street,(647) 341-2433,Church-Wellesley Village,5.0,0,Middle Eastern,Church Street,,Church-Wellesley Village,Church-Wellesley Village
Mocha Mocha,4 star rating,48,$$,Latin American,489 Danforth Avenue,(416) 778-7896,Greektown,4.0,2,American,Danforth Avenue,,Greektown,Greektown
One Restaurant,3.5 star rating,196,$$$$,Canadian (New),116 Yorkville Avenue,(416) 961-9600,Yorkville,3.5,4,American,Yorkville Avenue,,Yorkville,Yorkville
Artisan Plus,4 star rating,44,$$,Noodles,122 Dundas St W,(416) 599-3189,Downtown Core,4.0,2,Asian,Dundas St W,,Downtown Core,Downtown Core
King’s Noodle Restaurant,3.5 star rating,413,$$,Chinese,296 Spadina Avenue,(416) 598-1817,Chinatown,3.5,2,Asian,Spadina Avenue,,Chinatown,Chinatown
Core Restaurant,4 star rating,23,None,Korean,896 Queen St E,(416) 519-8101,Leslieville,4.0,0,Asian,Queen St E,,Leslieville,Leslieville
Kimchi House,4 star rating,42,$$,Korean,586 Bloor St W,(416) 900-0772,Koreatown,4.0,2,Asian,Bloor St W,,Koreatown,Koreatown
Ueno,4.5 star rating,17,$$,Sushi Bars,75 Sherbourne St,(416) 363-7064,Corktown,4.5,2,American,Sherbourne St,,Corktown,Corktown
Nimman Thai Cuisine,4 star rating,118,$$,Thai,2451 Lakeshore Boulevard W,(416) 255-4224,Etobicoke,4.0,2,Asian,Lakeshore Boulevard W,,Etobicoke,Etobicoke
Allwyn’s Bakery,4 star rating,130,$,Caribbean,81 Underhill Drive,(647) 847-4698,,4.0,1,Carribean,Underhill Drive,,1,
The Four Seven,4.5 star rating,30,$$,Tapas/Small Plates,1211 Bloor Street  W,(647) 348-4500,Bloordale Village,4.5,2,European,Bloor Street  W,,Bloordale Village,Bloordale Village
Panera Bread,3 star rating,82,$$,Soup,3987 Highway 7,+1-905-479-5888,Unionville,3.0,2,American,Highway 7,,Unionville,Unionville
Japango,3.5 star rating,669,$$,Sushi Bars,122 Elizabeth Street,(416) 599-5557,Downtown Core,3.5,2,American,Elizabeth Street,,Downtown Core,Downtown Core
Schmaltz Appetizing,4 star rating,61,$$,Delis,414 Dupont Street,(647) 350-4261,The Annex,4.0,2,Other,Dupont Street,,The Annex,The Annex
Foxley Bistro and Bar,4 star rating,132,$$$,Asian Fusion,207 Ossington Avenue,(416) 534-8520,Ossington Strip,4.0,3,Asian,Ossington Avenue,,Ossington Strip,Ossington Strip
Chaban,4 star rating,106,$$,Korean,872 The Queensway,(416) 255-8222,Etobicoke,4.0,2,Asian,The Queensway,,Etobicoke,Etobicoke
Pho Vistro,3.5 star rating,146,$$,Vietnamese,259 Queen Street W,(647) 748-8746,Queen Street West,3.5,2,Asian,Queen Street W,,Queen Street West,Queen Street West
Ueno,4.5 star rating,17,$$,Sushi Bars,75 Sherbourne St,(416) 363-7064,Corktown,4.5,2,American,Sherbourne St,,Corktown,Corktown
12 Tables,4 star rating,20,None,Mediterranean,1552 Avenue Road,(416) 590-7819,,4.0,0,Middle Eastern,Avenue Road,,1,
Kimchi House,4 star rating,42,$$,Korean,586 Bloor St W,(416) 900-0772,Koreatown,4.0,2,Asian,Bloor St W,,Koreatown,Koreatown
Ethiopian House Restaurant,3.5 star rating,171,$$,Ethiopian,4 Irwin Avenue,(416) 923-5438,Downtown Core,3.5,2,African,Irwin Avenue,,Downtown Core,Downtown Core
Baro,3.5 star rating,149,$$$,Cocktail Bars,485 King Street W,(416) 363-8388,,3.5,3,American,King Street W,Entertainment District,1,Entertainment District
Reposado Bar & Lounge,4 star rating,140,$$,Tapas/Small Plates,136 Ossington Avenue,(416) 532-6474,Ossington Strip,4.0,2,European,Ossington Avenue,,Ossington Strip,Ossington Strip
Folia Grill,4 star rating,50,$,Fast Food,1031 Pape Avenue,(416) 424-2800,East York,4.0,1,American,Pape Avenue,,East York,East York
GB Hand Pulled Noodle,3.5 star rating,30,$$,Chinese,1024 Gerrard Street E,1024 Gerrard Street E,Leslieville,3.5,2,Asian,Gerrard Street E,,Leslieville,Leslieville
Milagro,3.5 star rating,109,$$,Mexican,783 Queen St W,(416) 366-2855,Niagara,3.5,2,Mexican,Queen St W,,Niagara,Niagara
Faim de Loup,5 star rating,4,None,French,940 College Street,(416) 901-3246,Dufferin Grove,5.0,0,European,College Street,Downtown,Dufferin Grove,Dufferin Grove
Brasil Stone Grill,4.5 star rating,2,None,Brazilian,2184 Eglinton Ave W,(647) 345-0222,,4.5,0,South American,Eglinton Ave W,,1,
Hyderabad Biryani Hut,4 star rating,16,None,Indian,1587 Ellesmere Road,(416) 430-0065,Scarborough,4.0,0,Asian,Ellesmere Road,,Scarborough,Scarborough
Mezu,4.5 star rating,39,$$,Korean,1375 Dundas Street W,(647) 346-8858,Little Portugal,4.5,2,Asian,Dundas Street W,,Little Portugal,Little Portugal
Jumbo Empanadas,4 star rating,134,$,Latin American,245 Augusta Avenue,(416) 977-0056,Kensington Market,4.0,1,American,Augusta Avenue,,Kensington Market,Kensington Market
Oxtail Pho & Banh Mi,4.5 star rating,3,None,Vietnamese,335 Yonge Street,335 Yonge Street,Ryerson,4.5,0,Asian,Yonge Street,,Ryerson,Ryerson
Petit Potato,3.5 star rating,272,$$,Taiwanese,10 Ravel Road,(416) 756-3311,,3.5,2,Asian,Ravel Road,,1,
Mexico Lindo,4.5 star rating,11,None,Mexican,971 O'Connor Drive,(416) 546-1894,,4.5,0,Mexican,O'Connor Drive,,1,
Chito’s Pizza,4 star rating,52,$,Pizza,1308 Bloor Street W,(416) 530-7777,Bloordale Village,4.0,1,American,Bloor Street W,,Bloordale Village,Bloordale Village
Tashi Delek Cafe,4.5 star rating,8,None,Cafes,223 Jameson Avenue,(416) 454-0136,Parkdale,4.5,0,American,Jameson Avenue,,Parkdale,Parkdale
Iqbal Kebab & Sweet Centre,4 star rating,48,$$,Pakistani,2 Thorncliffe Park Drive,(416) 425-7866,,4.0,2,Middle Eastern,Thorncliffe Park Drive,,1,
E11even,3.5 star rating,158,$$$,Seafood,15 York Street,(416) 815-1111,,3.5,3,American,York Street,Entertainment District,1,Entertainment District
Market Street Catch,3.5 star rating,129,$$,Seafood,14 Market Street,(416) 363-2020,St. Lawrence,3.5,2,American,Market Street,,St. Lawrence,St. Lawrence
Kim Vietnamese Restaurant,4 star rating,45,$,Vietnamese,546 Dundas Street W,(416) 596-8589,Chinatown,4.0,1,Asian,Dundas Street W,,Chinatown,Chinatown
Animal Liberation Kitchen,4.5 star rating,4,None,Vegan,100 Broadview Avenue,(647) 232-9790,Riverdale,4.5,0,American,Broadview Avenue,,Riverdale,Riverdale
Utopia Café & Grill,3.5 star rating,247,$$,Tex-Mex,586 College St,(416) 534-7751,Palmerston,3.5,2,Mexican,College St,Downtown Core,Palmerston,Palmerston
Panera Bread,3 star rating,82,$$,Salad,3987 Highway 7,+1-905-479-5888,Unionville,3.0,2,American,Highway 7,,Unionville,Unionville
Joe Bird,3.5 star rating,79,$$,Chicken Shop,207 Queens Quay W,(647) 977-2767,Harbourfront,3.5,2,American,Queens Quay W,,Harbourfront,Harbourfront
Go Cup,4 star rating,1,None,Korean,335 Yonge Street,(416) 598-9383,Ryerson,4.0,0,Asian,Yonge Street,,Ryerson,Ryerson
IST Snack Bar,4 star rating,12,None,Indian,1263 Queen Street W,1263 Queen Street W,Parkdale,4.0,0,Asian,Queen Street W,,Parkdale,Parkdale
Animal Liberation Kitchen,4.5 star rating,4,None,Vegan,100 Broadview Avenue,(647) 232-9790,Riverdale,4.5,0,American,Broadview Avenue,,Riverdale,Riverdale
12 Tables,4 star rating,20,None,Mediterranean,1552 Avenue Road,(416) 590-7819,,4.0,0,Middle Eastern,Avenue Road,,1,
Govinda’s,4 star rating,36,$,Vegetarian,243 Avenue Road,(888) 218-1040,Summer Hill,4.0,1,Other,Avenue Road,,Summer Hill,Summer Hill
The Poke Box,4.5 star rating,161,$$,Salad,36 Toronto Street,(416) 929-0363,Downtown Core,4.5,2,American,Toronto Street,,Downtown Core,Downtown Core
Ascari King,4 star rating,14,None,Wine Bars,620 King Street W,(416) 366-3673,,4.0,0,American,King Street W,Entertainment District,1,Entertainment District
Umi’s Kitchen,4 star rating,17,None,Caribbean,346 Dundas Street E,(416) 928-9171,,4.0,0,Carribean,Dundas Street E,,1,
Chaban,4 star rating,106,$$,Korean,872 The Queensway,(416) 255-8222,Etobicoke,4.0,2,Asian,The Queensway,,Etobicoke,Etobicoke
Paldo Gangsan,4 star rating,72,$,Korean,694 Bloor Street  W,(416) 536-7517,Koreatown,4.0,1,Asian,Bloor Street  W,,Koreatown,Koreatown
Folia Grill,4 star rating,50,$,Fast Food,1031 Pape Avenue,(416) 424-2800,East York,4.0,1,American,Pape Avenue,,East York,East York
Pho Rua Vang Golden Turtle,3 star rating,301,$$,Vietnamese,125 Ossington Avenue,(416) 531-1601,Ossington Strip,3.0,2,Asian,Ossington Avenue,,Ossington Strip,Ossington Strip
RYUS Noodle Bar,4 star rating,23,None,Ramen,669 Queen Street W,(416) 364-7777,Niagara,4.0,0,Asian,Queen Street W,,Niagara,Niagara
Osteria Rialto,4 star rating,1,None,Italian,1006 Bloor Street W,(416) 306-8123,Dovercourt,4.0,0,European,Bloor Street W,,Dovercourt,Dovercourt
Motimahal,3.5 star rating,98,$,Indian,1422 Gerrard St E,(416) 461-3111,,3.5,1,Asian,Gerrard St E,,1,
La Carnita,2.5 star rating,157,$$,Mexican,130 Eglinton Avenue E,(647) 351-0130,Yonge and Eglinton,2.5,2,Mexican,Eglinton Avenue E,,Yonge and Eglinton,Yonge and Eglinton
Brasil Stone Grill,4.5 star rating,2,None,Brazilian,2184 Eglinton Ave W,(647) 345-0222,,4.5,0,South American,Eglinton Ave W,,1,
